Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country
46.0,4,12.0,2,3,4,4,1,0.0,0.0,40.0,39
31.0,4,4.0,4,6,0,4,0,0.0,0.0,30.0,32
20.0,4,10.0,4,8,3,4,0,0.0,0.0,20.0,39
27.0,4,9.0,2,14,4,4,1,0.0,0.0,40.0,39
52.0,4,9.0,6,12,1,4,0,0.0,1762.0,40.0,39
58.0,4,10.0,2,4,4,4,1,0.0,0.0,40.0,39
60.0,5,10.0,2,4,4,4,1,7688.0,0.0,50.0,39
17.0,4,6.0,4,12,3,4,0,0.0,0.0,5.0,39
28.0,4,13.0,4,10,0,2,1,0.0,0.0,40.0,39
37.0,7,13.0,2,10,4,4,1,0.0,0.0,55.0,39
44.0,4,9.0,0,8,1,4,0,0.0,0.0,33.0,39
44.0,4,11.0,0,14,0,4,1,0.0,0.0,40.0,39
31.0,7,14.0,0,4,1,4,0,0.0,0.0,50.0,39
26.0,4,12.0,4,10,3,4,0,0.0,0.0,36.0,39
20.0,4,9.0,4,6,3,4,1,0.0,0.0,40.0,39
48.0,4,3.0,0,7,1,3,0,0.0,0.0,40.0,6
21.0,4,9.0,4,5,3,4,1,0.0,0.0,24.0,39
54.0,5,12.0,2,12,4,4,1,0.0,0.0,50.0,39
34.0,4,11.0,2,10,4,4,1,4386.0,0.0,50.0,39
35.0,4,9.0,2,7,4,4,1,0.0,0.0,30.0,39
28.0,4,10.0,2,1,3,4,0,0.0,0.0,40.0,39
27.0,7,13.0,4,10,0,4,1,0.0,0.0,40.0,39
23.0,4,10.0,4,13,3,4,1,0.0,0.0,40.0,39
51.0,6,15.0,0,10,0,4,1,0.0,0.0,80.0,39
63.0,6,13.0,2,10,4,4,1,0.0,0.0,40.0,39
38.0,0,9.0,0,0,1,2,0,0.0,0.0,40.0,39
74.0,6,16.0,3,10,0,4,1,0.0,0.0,25.0,39
21.0,4,10.0,4,8,3,4,0,0.0,0.0,25.0,39
34.0,4,7.0,2,7,4,4,1,0.0,0.0,40.0,39
46.0,6,16.0,4,10,0,4,0,0.0,0.0,45.0,39
17.0,4,6.0,4,8,3,4,1,0.0,0.0,30.0,39
28.0,4,10.0,4,8,0,4,1,0.0,0.0,40.0,39
32.0,1,12.0,2,11,4,4,1,0.0,0.0,50.0,39
53.0,1,10.0,2,11,4,4,1,0.0,0.0,60.0,39
65.0,2,10.0,0,4,0,4,0,0.0,0.0,40.0,39
46.0,4,15.0,2,10,4,4,1,0.0,0.0,40.0,39
44.0,2,9.0,0,14,3,4,1,0.0,0.0,25.0,39
54.0,2,5.0,2,8,4,4,1,0.0,0.0,40.0,39
50.0,4,10.0,2,1,5,4,0,0.0,1902.0,38.0,39
37.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39
20.0,0,10.0,4,0,0,4,0,0.0,0.0,25.0,39
21.0,4,9.0,0,12,1,0,0,0.0,0.0,38.0,39
23.0,4,9.0,0,8,1,4,0,0.0,0.0,30.0,39
43.0,4,13.0,2,3,4,4,1,0.0,0.0,48.0,39
26.0,6,11.0,2,5,4,4,1,0.0,0.0,55.0,39
29.0,4,9.0,3,13,3,2,1,0.0,0.0,40.0,39
49.0,7,10.0,0,10,0,4,0,0.0,0.0,20.0,39
30.0,4,9.0,2,6,4,4,1,0.0,0.0,44.0,39
45.0,7,13.0,5,10,0,4,0,0.0,0.0,40.0,39
48.0,4,3.0,2,14,4,4,1,0.0,0.0,40.0,39
47.0,6,4.0,2,12,4,4,1,0.0,0.0,40.0,33
47.0,1,13.0,3,4,0,4,1,0.0,0.0,60.0,39
23.0,4,9.0,4,1,3,2,1,0.0,2001.0,40.0,39
35.0,4,11.0,2,13,4,4,1,0.0,0.0,40.0,39
27.0,4,10.0,0,10,3,4,0,0.0,0.0,40.0,39
38.0,4,9.0,4,8,1,2,0,0.0,0.0,24.0,39
67.0,6,9.0,2,14,4,4,1,6418.0,0.0,58.0,39
53.0,5,9.0,2,12,4,4,1,99999.0,0.0,40.0,39
27.0,4,9.0,4,3,2,3,1,0.0,0.0,40.0,27
31.0,6,13.0,4,3,0,4,1,0.0,0.0,55.0,39
29.0,4,10.0,4,12,3,4,0,0.0,0.0,40.0,39
40.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39
40.0,4,5.0,2,7,4,4,1,0.0,0.0,40.0,26
38.0,4,11.0,2,7,4,4,1,0.0,0.0,48.0,39
50.0,4,9.0,2,10,4,4,1,0.0,0.0,40.0,39
28.0,4,10.0,0,6,0,4,1,0.0,0.0,50.0,39
29.0,4,10.0,4,12,0,4,1,0.0,0.0,30.0,39
19.0,4,10.0,4,1,3,4,1,0.0,0.0,20.0,39
39.0,4,14.0,2,10,5,4,0,0.0,1902.0,18.0,39
40.0,4,16.0,2,10,4,4,1,0.0,0.0,60.0,39
51.0,4,10.0,2,4,5,4,0,0.0,0.0,10.0,39
20.0,0,6.0,4,0,0,4,0,0.0,0.0,30.0,39
21.0,4,9.0,4,8,3,4,0,0.0,0.0,35.0,39
17.0,4,7.0,4,6,3,4,1,0.0,0.0,15.0,39
65.0,4,9.0,2,14,4,4,1,0.0,0.0,16.0,39
39.0,4,13.0,0,4,0,4,1,0.0,0.0,55.0,39
34.0,4,10.0,2,6,4,4,1,0.0,0.0,40.0,39
29.0,4,10.0,5,6,0,2,1,0.0,0.0,42.0,39
55.0,4,13.0,2,4,4,3,1,0.0,1579.0,35.0,19
47.0,4,9.0,2,8,4,4,1,0.0,0.0,40.0,26
42.0,6,9.0,2,3,4,4,1,0.0,2002.0,40.0,39
31.0,4,9.0,4,5,0,4,1,0.0,2001.0,40.0,39
30.0,4,10.0,3,4,1,4,0,0.0,0.0,45.0,39
44.0,5,10.0,2,4,4,4,1,0.0,0.0,80.0,39
50.0,6,4.0,2,5,4,4,1,0.0,0.0,40.0,39
49.0,4,13.0,4,9,0,4,1,0.0,0.0,25.0,39
53.0,4,10.0,2,12,4,4,1,0.0,0.0,60.0,39
43.0,4,6.0,2,14,4,4,1,0.0,0.0,40.0,39
48.0,2,14.0,4,10,1,4,0,0.0,1380.0,40.0,39
32.0,4,12.0,4,12,0,2,0,0.0,0.0,46.0,38
48.0,6,9.0,2,5,4,4,1,0.0,0.0,50.0,39
19.0,4,10.0,4,1,0,4,1,0.0,0.0,40.0,39
43.0,4,9.0,0,4,1,4,0,0.0,0.0,40.0,39
23.0,4,11.0,4,4,3,4,1,0.0,0.0,40.0,39
56.0,4,9.0,0,3,2,4,1,0.0,0.0,40.0,39
22.0,4,9.0,4,1,3,4,0,0.0,0.0,40.0,26
38.0,4,15.0,4,4,0,4,1,0.0,0.0,40.0,39
42.0,7,14.0,0,10,0,4,1,0.0,0.0,40.0,39
24.0,1,10.0,4,4,3,4,1,0.0,0.0,40.0,39
69.0,4,9.0,2,1,4,4,1,0.0,0.0,36.0,39
24.0,4,10.0,2,8,3,1,0,0.0,0.0,35.0,39
63.0,4,9.0,2,3,4,4,1,0.0,0.0,48.0,39
61.0,5,10.0,2,12,4,4,1,0.0,1902.0,35.0,39
39.0,4,6.0,0,8,1,2,0,0.0,0.0,40.0,39
22.0,4,3.0,2,3,4,4,1,0.0,0.0,48.0,26
27.0,4,9.0,4,1,3,4,0,0.0,0.0,40.0,39
48.0,4,9.0,4,6,0,4,1,0.0,0.0,40.0,39
20.0,4,9.0,4,14,3,4,1,0.0,0.0,30.0,39
28.0,4,13.0,4,12,1,4,1,0.0,0.0,65.0,39
24.0,4,10.0,4,6,0,4,1,0.0,0.0,40.0,39
66.0,6,9.0,6,3,0,4,1,0.0,0.0,20.0,39
34.0,4,12.0,4,12,1,4,1,0.0,0.0,50.0,39
52.0,0,14.0,2,0,5,4,0,15024.0,0.0,40.0,39
41.0,4,9.0,2,13,4,4,1,0.0,0.0,40.0,29
64.0,0,2.0,0,0,0,4,1,0.0,0.0,40.0,39
33.0,4,9.0,0,14,0,4,1,0.0,0.0,45.0,39
73.0,6,4.0,2,5,4,4,1,6418.0,0.0,99.0,39
39.0,4,13.0,2,4,4,4,1,0.0,0.0,50.0,39
52.0,4,10.0,2,13,4,4,1,0.0,0.0,40.0,39
24.0,4,7.0,4,14,3,4,1,0.0,0.0,39.0,39
36.0,4,10.0,0,1,0,4,1,0.0,0.0,45.0,39
17.0,4,5.0,4,8,1,4,1,0.0,0.0,20.0,39
29.0,4,13.0,2,12,4,4,1,0.0,0.0,40.0,39
20.0,4,10.0,4,12,3,2,0,0.0,0.0,14.0,39
43.0,6,9.0,4,3,0,4,1,0.0,0.0,35.0,39
24.0,2,10.0,4,11,3,4,0,0.0,0.0,40.0,39
61.0,4,13.0,2,10,4,4,1,0.0,0.0,40.0,39
20.0,0,10.0,4,0,3,4,0,0.0,0.0,10.0,39
35.0,4,9.0,0,1,1,4,0,0.0,0.0,40.0,39
43.0,2,9.0,0,13,0,2,0,0.0,0.0,40.0,39
27.0,4,13.0,4,10,0,1,1,13550.0,0.0,40.0,39
47.0,2,10.0,0,4,0,4,1,0.0,0.0,56.0,39
54.0,4,16.0,2,10,4,4,1,15024.0,0.0,45.0,39
90.0,2,12.0,2,1,4,1,1,0.0,0.0,20.0,30
46.0,4,14.0,2,13,4,4,1,0.0,1902.0,40.0,0
40.0,4,13.0,6,4,1,4,0,0.0,0.0,40.0,39
30.0,4,1.0,4,5,0,4,1,0.0,0.0,40.0,26
48.0,4,9.0,6,1,1,4,0,0.0,0.0,40.0,39
30.0,4,14.0,2,4,4,4,1,0.0,0.0,45.0,39
31.0,4,9.0,4,8,0,4,1,0.0,0.0,40.0,39
22.0,4,9.0,4,1,3,4,1,0.0,0.0,20.0,39
40.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39
47.0,4,10.0,0,1,0,4,1,0.0,0.0,40.0,39
49.0,4,13.0,2,10,5,4,0,99999.0,0.0,20.0,39
18.0,4,9.0,4,8,3,4,1,0.0,0.0,25.0,39
42.0,6,13.0,2,3,4,4,1,15024.0,0.0,60.0,39
45.0,7,9.0,0,4,1,4,0,0.0,0.0,38.0,39
53.0,6,13.0,2,10,4,4,1,0.0,0.0,50.0,39
43.0,2,10.0,5,3,0,2,1,0.0,0.0,40.0,39
25.0,0,10.0,4,0,3,2,1,0.0,0.0,40.0,0
33.0,7,10.0,5,1,3,2,1,0.0,0.0,35.0,39
59.0,4,14.0,2,3,5,1,0,0.0,0.0,35.0,30
68.0,0,4.0,6,0,0,4,0,0.0,0.0,15.0,39
57.0,6,9.0,2,5,4,4,1,0.0,0.0,30.0,39
40.0,4,10.0,0,1,1,4,0,0.0,0.0,40.0,39
61.0,4,12.0,2,4,4,4,1,0.0,0.0,42.0,39
17.0,4,7.0,4,8,3,2,1,0.0,0.0,20.0,39
32.0,0,8.0,4,0,3,2,0,0.0,0.0,40.0,39
34.0,4,13.0,2,11,4,2,1,0.0,0.0,30.0,39
46.0,1,11.0,0,3,0,0,0,0.0,0.0,60.0,39
57.0,4,16.0,2,13,4,4,1,0.0,1977.0,40.0,11
30.0,4,9.0,4,3,3,4,1,0.0,0.0,50.0,39
27.0,4,13.0,4,10,0,4,0,0.0,0.0,40.0,39
39.0,4,10.0,0,10,0,4,0,0.0,0.0,45.0,39
19.0,0,10.0,4,0,3,4,0,0.0,0.0,35.0,39
53.0,2,9.0,6,8,0,4,0,0.0,0.0,30.0,39
24.0,4,9.0,4,3,3,4,1,0.0,0.0,40.0,39
54.0,4,3.0,3,8,1,2,0,0.0,0.0,30.0,14
46.0,4,9.0,2,14,4,4,1,0.0,0.0,40.0,39
28.0,2,13.0,4,10,2,4,1,0.0,0.0,50.0,39
65.0,4,9.0,6,1,0,4,0,0.0,810.0,36.0,39
76.0,4,9.0,2,12,4,4,1,1424.0,0.0,24.0,39
24.0,4,10.0,2,12,4,4,1,0.0,0.0,40.0,39
39.0,4,9.0,0,4,1,4,0,0.0,0.0,45.0,39
49.0,4,9.0,0,1,0,4,0,0.0,0.0,35.0,39
46.0,5,11.0,0,4,1,1,0,0.0,0.0,63.0,37
55.0,7,10.0,2,1,5,4,0,0.0,0.0,37.0,39
21.0,4,10.0,4,6,3,4,0,0.0,0.0,40.0,39
29.0,0,9.0,4,0,0,4,1,0.0,0.0,40.0,39
56.0,4,6.0,4,6,0,4,1,0.0,0.0,40.0,39
71.0,0,9.0,6,0,0,4,0,0.0,0.0,40.0,39
36.0,4,9.0,4,1,0,2,0,0.0,0.0,40.0,39
22.0,4,9.0,4,1,3,1,1,0.0,0.0,40.0,39
61.0,4,14.0,2,10,4,4,1,0.0,0.0,40.0,0
56.0,4,4.0,4,1,0,4,1,0.0,0.0,40.0,39
80.0,0,9.0,2,0,4,4,1,0.0,0.0,8.0,39
61.0,4,15.0,2,4,4,4,1,0.0,0.0,20.0,39
24.0,4,13.0,4,10,3,2,0,0.0,0.0,35.0,39
31.0,4,9.0,4,5,0,4,1,0.0,0.0,40.0,21
22.0,4,13.0,4,1,3,4,0,0.0,0.0,40.0,39
46.0,4,9.0,2,12,4,4,1,0.0,0.0,40.0,39
25.0,6,9.0,2,5,4,4,1,0.0,0.0,30.0,39
43.0,4,9.0,2,8,4,4,1,0.0,0.0,60.0,27
25.0,4,9.0,5,8,1,2,1,0.0,0.0,40.0,39
41.0,4,16.0,2,10,4,4,1,0.0,0.0,50.0,39
42.0,6,12.0,0,3,3,0,1,0.0,0.0,35.0,39
44.0,1,10.0,2,13,4,4,1,0.0,0.0,40.0,39
27.0,4,13.0,4,10,1,4,0,0.0,0.0,36.0,0
38.0,4,13.0,4,12,0,4,1,0.0,0.0,45.0,0
30.0,4,13.0,4,12,0,4,0,0.0,0.0,30.0,39
27.0,4,9.0,0,8,0,4,0,0.0,0.0,40.0,39
20.0,4,8.0,4,12,0,4,0,0.0,0.0,55.0,39
46.0,4,9.0,0,13,0,4,0,0.0,0.0,30.0,39
46.0,4,9.0,2,14,4,4,1,15024.0,0.0,44.0,39
50.0,2,14.0,0,10,1,4,0,0.0,0.0,65.0,39
50.0,4,9.0,4,7,0,4,1,0.0,0.0,40.0,39
18.0,0,9.0,4,0,3,4,0,0.0,0.0,60.0,39
61.0,4,9.0,2,14,4,4,1,0.0,0.0,40.0,39
45.0,7,14.0,2,10,4,4,1,0.0,0.0,40.0,39
29.0,4,13.0,4,1,0,1,0,0.0,0.0,40.0,24
39.0,4,16.0,4,10,0,4,1,0.0,0.0,45.0,39
31.0,4,13.0,2,10,4,4,1,0.0,0.0,35.0,39
30.0,4,14.0,2,10,4,4,1,0.0,0.0,38.0,39
50.0,6,16.0,2,10,4,4,1,3781.0,0.0,40.0,39
22.0,4,9.0,4,7,3,4,1,0.0,0.0,40.0,39
27.0,4,10.0,2,14,4,4,1,0.0,0.0,48.0,39
21.0,4,10.0,4,12,3,4,0,0.0,0.0,25.0,39
45.0,6,13.0,4,12,0,4,1,14084.0,0.0,45.0,39
66.0,4,9.0,5,7,0,2,1,0.0,0.0,40.0,39
61.0,5,13.0,2,4,4,4,1,0.0,0.0,50.0,11
21.0,4,11.0,4,8,3,4,0,0.0,0.0,36.0,39
69.0,2,6.0,2,14,4,4,1,0.0,0.0,25.0,39
51.0,4,10.0,0,1,1,4,0,0.0,2547.0,40.0,39
18.0,4,9.0,4,1,0,4,0,0.0,0.0,40.0,39
20.0,4,10.0,4,8,2,1,1,0.0,0.0,30.0,39
38.0,4,13.0,2,4,4,4,1,0.0,0.0,45.0,39
28.0,4,9.0,4,8,3,4,1,0.0,0.0,20.0,39
51.0,4,9.0,2,3,4,4,1,0.0,1887.0,40.0,39
34.0,4,9.0,2,12,4,4,1,0.0,0.0,50.0,39
51.0,4,16.0,2,4,4,4,1,15024.0,0.0,84.0,39
41.0,5,5.0,2,12,5,4,0,0.0,0.0,70.0,6
35.0,4,7.0,2,12,4,4,1,0.0,0.0,65.0,39
33.0,4,8.0,0,7,1,2,0,0.0,0.0,40.0,39
25.0,4,10.0,4,1,0,4,1,0.0,0.0,30.0,39
28.0,4,13.0,4,1,0,4,0,0.0,0.0,30.0,0
28.0,4,7.0,0,8,1,4,0,0.0,0.0,40.0,39
37.0,4,8.0,2,12,5,1,0,0.0,0.0,33.0,0
50.0,4,9.0,2,4,4,4,1,7688.0,0.0,50.0,39
25.0,4,8.0,2,8,5,4,0,0.0,0.0,40.0,39
44.0,2,10.0,0,4,0,4,1,0.0,0.0,50.0,39
32.0,4,13.0,4,1,0,4,0,0.0,0.0,48.0,39
34.0,4,15.0,4,13,0,1,1,0.0,1564.0,40.0,19
41.0,4,13.0,2,10,5,2,0,0.0,0.0,35.0,14
38.0,4,9.0,0,3,3,4,1,0.0,0.0,40.0,39
35.0,4,9.0,0,8,1,4,0,0.0,0.0,30.0,39
30.0,5,9.0,2,6,4,4,1,0.0,0.0,60.0,39
27.0,4,12.0,4,8,0,1,0,0.0,0.0,35.0,30
22.0,0,10.0,4,0,3,2,1,0.0,0.0,40.0,39
42.0,2,16.0,2,4,4,4,1,0.0,0.0,43.0,0
49.0,2,9.0,0,1,0,4,0,594.0,0.0,10.0,39
36.0,4,7.0,2,14,4,4,1,0.0,0.0,40.0,39
23.0,4,10.0,5,3,3,4,1,0.0,0.0,40.0,39
34.0,4,10.0,2,6,4,4,1,0.0,0.0,40.0,39
35.0,4,14.0,2,4,4,1,1,0.0,0.0,65.0,17
44.0,2,12.0,2,10,4,4,1,0.0,0.0,48.0,39
34.0,6,9.0,2,3,4,4,1,0.0,0.0,50.0,39
32.0,4,9.0,5,1,1,4,0,0.0,0.0,40.0,39
51.0,4,9.0,0,12,0,4,1,0.0,0.0,45.0,39
34.0,4,12.0,5,8,1,4,0,0.0,0.0,40.0,39
38.0,7,9.0,0,8,1,4,0,2036.0,0.0,20.0,39
25.0,4,9.0,4,3,3,4,1,0.0,0.0,28.0,39
23.0,0,10.0,4,0,2,4,1,0.0,0.0,40.0,39
33.0,2,13.0,4,1,0,4,0,1055.0,0.0,40.0,39
32.0,4,4.0,0,8,1,4,0,0.0,0.0,40.0,39
26.0,4,13.0,4,10,0,4,1,0.0,0.0,38.0,39
45.0,5,13.0,2,7,4,4,1,0.0,0.0,60.0,39
33.0,7,6.0,2,8,4,4,1,0.0,0.0,40.0,39
40.0,4,13.0,5,12,0,4,1,0.0,0.0,40.0,39
39.0,4,10.0,0,8,0,4,0,0.0,0.0,20.0,39
50.0,4,9.0,0,7,0,0,0,0.0,0.0,40.0,39
53.0,2,13.0,0,10,1,4,0,0.0,0.0,57.0,39
45.0,4,9.0,2,7,4,4,1,0.0,0.0,45.0,39
58.0,4,13.0,0,3,3,4,0,0.0,0.0,20.0,39
58.0,4,9.0,2,12,4,4,1,0.0,0.0,40.0,39
18.0,4,7.0,4,8,2,2,1,0.0,0.0,20.0,39
31.0,4,9.0,4,8,1,4,0,0.0,0.0,40.0,26
42.0,4,16.0,4,10,0,4,1,0.0,0.0,36.0,39
49.0,4,9.0,0,1,0,4,1,0.0,0.0,40.0,39
32.0,4,9.0,4,3,3,4,1,0.0,0.0,40.0,39
35.0,4,10.0,0,8,1,2,0,0.0,0.0,40.0,39
41.0,4,2.0,2,7,4,4,1,0.0,0.0,40.0,26
37.0,5,10.0,2,4,4,4,1,0.0,0.0,60.0,39
68.0,4,10.0,6,8,0,4,0,0.0,0.0,20.0,39
29.0,6,10.0,2,5,4,4,1,0.0,0.0,55.0,39
19.0,4,9.0,4,14,3,4,1,0.0,0.0,40.0,39
41.0,7,13.0,4,11,0,2,1,0.0,1590.0,40.0,33
29.0,4,12.0,0,12,1,4,0,3418.0,0.0,40.0,39
27.0,4,13.0,2,8,4,4,1,0.0,0.0,40.0,39
32.0,4,10.0,2,4,4,4,1,0.0,0.0,40.0,39
18.0,4,9.0,4,3,3,4,0,0.0,0.0,20.0,39
60.0,4,9.0,6,7,1,4,0,0.0,0.0,40.0,39
39.0,4,15.0,2,10,4,1,1,0.0,2415.0,67.0,19
21.0,4,7.0,4,13,3,4,0,0.0,0.0,35.0,39
51.0,4,9.0,2,14,4,4,1,0.0,0.0,60.0,39
30.0,4,9.0,2,1,4,4,1,0.0,0.0,40.0,0
53.0,4,9.0,4,3,0,3,0,0.0,0.0,40.0,0
37.0,4,9.0,0,8,0,2,0,0.0,0.0,30.0,39
43.0,4,10.0,0,13,0,4,0,0.0,0.0,50.0,39
28.0,4,6.0,4,5,2,4,1,0.0,0.0,35.0,26
59.0,7,5.0,2,14,4,4,1,0.0,0.0,40.0,39
29.0,4,11.0,0,8,1,4,0,0.0,0.0,45.0,4
76.0,0,3.0,6,0,1,4,0,0.0,0.0,40.0,39
34.0,4,13.0,2,10,4,4,1,0.0,0.0,60.0,39
30.0,4,5.0,2,3,4,4,1,2580.0,0.0,40.0,39
47.0,4,9.0,0,10,1,0,0,0.0,0.0,40.0,39
48.0,4,13.0,2,3,4,4,1,0.0,0.0,55.0,39
50.0,6,13.0,2,3,4,4,1,0.0,0.0,50.0,39
75.0,6,9.0,0,12,0,4,1,2346.0,0.0,15.0,39
21.0,4,9.0,4,12,3,4,0,4101.0,0.0,40.0,39
61.0,6,4.0,2,14,4,4,1,0.0,0.0,30.0,39
35.0,4,9.0,2,8,5,4,0,0.0,0.0,40.0,39
33.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39
27.0,4,12.0,2,3,4,4,1,0.0,0.0,45.0,39
36.0,6,9.0,2,5,4,4,1,0.0,1902.0,60.0,39
19.0,4,7.0,0,12,1,4,0,0.0,0.0,20.0,39
18.0,4,8.0,4,12,3,4,0,0.0,0.0,20.0,39
50.0,4,13.0,4,12,1,4,0,0.0,0.0,32.0,39
43.0,4,13.0,2,12,4,4,1,0.0,0.0,55.0,39
54.0,4,13.0,2,4,4,4,1,0.0,0.0,40.0,39
34.0,2,10.0,0,1,1,4,0,0.0,0.0,35.0,39
54.0,4,10.0,0,8,0,4,0,0.0,0.0,47.0,39
49.0,4,9.0,4,1,0,4,0,0.0,0.0,44.0,39
47.0,4,16.0,2,10,4,4,1,0.0,0.0,40.0,20
25.0,4,10.0,4,1,0,4,1,0.0,1980.0,40.0,39
50.0,2,9.0,2,4,4,4,1,0.0,0.0,42.0,39
28.0,4,13.0,2,4,5,4,0,0.0,0.0,50.0,39
31.0,4,9.0,2,6,4,4,1,0.0,0.0,40.0,39
54.0,4,10.0,0,3,0,4,1,0.0,0.0,40.0,39
39.0,4,10.0,2,4,4,4,1,0.0,0.0,40.0,39
57.0,5,13.0,2,4,4,4,1,0.0,0.0,20.0,39
26.0,4,10.0,4,6,0,4,1,0.0,0.0,40.0,39
30.0,4,9.0,4,4,0,4,1,0.0,0.0,60.0,39
57.0,4,9.0,2,12,4,4,1,0.0,0.0,40.0,39
39.0,4,15.0,2,3,4,4,1,7688.0,0.0,40.0,39
33.0,4,9.0,0,8,3,4,0,0.0,0.0,40.0,39
22.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39
61.0,4,2.0,6,6,0,4,0,0.0,0.0,40.0,39
35.0,4,13.0,4,1,2,4,1,0.0,0.0,40.0,39
46.0,6,10.0,2,12,4,4,1,0.0,0.0,60.0,39
20.0,4,9.0,2,12,3,2,1,0.0,0.0,32.0,39
23.0,4,9.0,4,12,3,4,1,0.0,0.0,40.0,39
46.0,2,10.0,2,11,4,4,1,0.0,0.0,70.0,39
54.0,5,13.0,2,12,4,4,1,0.0,0.0,70.0,39
29.0,4,9.0,4,8,3,4,1,0.0,0.0,30.0,2
36.0,2,10.0,2,13,4,4,1,0.0,0.0,42.0,39
17.0,4,6.0,4,8,2,4,1,0.0,0.0,40.0,26
46.0,4,9.0,6,1,1,4,0,0.0,0.0,43.0,39
46.0,4,13.0,0,10,0,4,1,0.0,0.0,45.0,9
34.0,4,9.0,4,6,0,4,1,0.0,0.0,40.0,39
29.0,4,13.0,4,10,0,4,1,0.0,0.0,50.0,9
59.0,0,13.0,2,0,4,4,1,0.0,0.0,40.0,39
30.0,4,10.0,0,14,0,4,1,0.0,0.0,30.0,39
57.0,1,9.0,5,1,2,2,0,0.0,0.0,35.0,39
28.0,2,9.0,2,11,4,4,1,3908.0,0.0,40.0,39
35.0,5,14.0,2,10,4,1,1,0.0,0.0,40.0,19
37.0,4,9.0,0,3,0,4,1,0.0,0.0,40.0,39
38.0,0,9.0,2,0,5,4,0,0.0,0.0,35.0,39
57.0,4,9.0,2,7,4,2,1,0.0,0.0,40.0,39
20.0,4,9.0,4,1,3,4,0,0.0,0.0,40.0,39
23.0,4,9.0,4,3,0,4,1,0.0,0.0,40.0,39
23.0,4,10.0,4,10,0,4,1,0.0,0.0,45.0,39
59.0,6,10.0,2,12,5,4,0,0.0,0.0,80.0,39
28.0,4,9.0,4,8,3,2,0,0.0,0.0,40.0,39
38.0,4,13.0,2,3,4,4,1,0.0,0.0,45.0,39
63.0,4,9.0,0,8,0,4,0,0.0,0.0,40.0,39
25.0,4,13.0,4,4,3,2,1,0.0,0.0,50.0,39
41.0,4,4.0,2,3,4,1,1,0.0,0.0,40.0,3
52.0,4,13.0,2,10,4,4,1,0.0,0.0,40.0,39
40.0,4,9.0,0,14,1,4,1,0.0,0.0,45.0,39
31.0,4,9.0,5,3,0,2,1,0.0,0.0,40.0,39
28.0,4,10.0,2,6,4,4,1,0.0,0.0,40.0,39
39.0,7,10.0,2,1,4,4,1,0.0,0.0,40.0,0
48.0,6,10.0,2,3,4,0,1,7688.0,0.0,40.0,39
29.0,4,10.0,2,1,5,4,0,0.0,0.0,40.0,39
30.0,4,10.0,2,12,5,4,0,0.0,0.0,40.0,39
34.0,4,9.0,0,1,3,4,0,0.0,0.0,40.0,39
55.0,5,14.0,2,4,4,4,1,0.0,0.0,60.0,39
34.0,4,13.0,4,8,0,4,0,0.0,0.0,35.0,39
21.0,0,10.0,4,0,1,4,1,0.0,0.0,40.0,39
23.0,4,9.0,4,6,3,2,1,0.0,0.0,40.0,39
22.0,4,10.0,4,1,3,2,0,0.0,0.0,35.0,39
57.0,4,7.0,3,3,0,4,1,0.0,0.0,40.0,2
29.0,4,13.0,2,4,4,4,1,0.0,0.0,40.0,39
36.0,4,9.0,2,7,4,4,1,0.0,0.0,50.0,39
23.0,4,13.0,4,4,0,4,1,0.0,0.0,40.0,39
24.0,6,4.0,2,3,4,4,1,0.0,0.0,40.0,39
34.0,6,15.0,2,10,4,4,1,0.0,0.0,55.0,39
51.0,4,9.0,2,1,5,4,0,7688.0,0.0,40.0,39
39.0,4,10.0,0,12,1,4,0,0.0,0.0,40.0,39
27.0,4,9.0,2,7,4,4,1,0.0,0.0,55.0,39
28.0,7,14.0,2,4,5,4,0,0.0,0.0,40.0,39
23.0,4,7.0,2,4,4,4,1,0.0,0.0,55.0,39
75.0,4,6.0,6,9,0,4,0,0.0,0.0,70.0,39
26.0,4,9.0,4,1,3,1,1,0.0,0.0,80.0,0
54.0,4,13.0,2,12,4,4,1,0.0,0.0,40.0,39
45.0,2,9.0,0,1,1,4,0,0.0,0.0,35.0,39
53.0,4,9.0,2,7,4,4,1,0.0,0.0,45.0,39
24.0,4,11.0,4,1,0,4,1,0.0,0.0,30.0,39
22.0,4,9.0,4,6,0,2,1,0.0,0.0,40.0,39
44.0,4,10.0,2,12,4,4,1,0.0,0.0,50.0,39
51.0,4,9.0,0,1,1,4,0,4787.0,0.0,24.0,39
36.0,4,9.0,4,8,0,4,0,0.0,0.0,40.0,39
28.0,4,12.0,4,14,3,4,1,0.0,0.0,60.0,39
39.0,4,9.0,4,1,0,4,1,0.0,0.0,40.0,39
30.0,2,14.0,2,10,4,4,1,0.0,0.0,45.0,39
20.0,4,10.0,4,1,3,4,0,0.0,0.0,15.0,39
46.0,4,11.0,0,13,1,2,0,0.0,625.0,40.0,39
44.0,4,13.0,2,10,4,4,1,0.0,0.0,40.0,39
